Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
This place is not worth the prices.,prices,negative,28,34,2,2,2,0,1,0,Anger,This place is not worth
We left after one drink.,drink,neutral,18,23,2,2,2,0,1,0,Anger,We left after one
Pick a bagel has the best bagels in the city.,bagels,positive,26,32,0,0,0,3,0,1,Joy,Pick a bagel has the best
"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",atmosphere,conflict,23,33,0,0,0,2,0,1,Joy,nicecan be had in numerous places in Bay Ridge.
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,waiting area,negative,68,80,2,2,2,0,1,0,Anger,Yes you have to(1)because its small there is no(2).
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,seat,negative,89,93,2,2,2,0,1,0,Anger,Yes you have to(1)because its small there is no(2)
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,bar,neutral,101,104,2,2,2,0,1,0,Anger,Yes you have to(1)because its small there is no(2)
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,wait,negative,16,20,2,2,2,0,1,0,Anger,Yes you have to(1)because its small there is no(2)
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",food,negative,42,46,2,0,2,0,1,0,Anger,was soo spicy that  I could barely eat it(1)took away from(2)
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",flavor,negative,123,129,2,0,2,0,1,0,Anger,was soo spicy that  I could barely eat it(1)took away from(2)
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",dish,negative,137,141,2,0,2,0,1,0,Anger,was soo spicy that  I could barely eat it(1)took away from(2)
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",spice,negative,98,103,2,0,2,0,1,0,Anger,was soo spicy that  I could barely eat it(1)took away from(2)
The fried dumplings are GREAT!,fried dumplings,positive,4,19,0,0,0,2,0,1,Joy,GREAT!
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,38,46,0,0,0,2,0,1,Joy,This place has the best Chinese
Ive been here so many times the waiters know my name.,waiters,neutral,32,39,0,0,0,2,0,1,Joy,Ive been here so many timesknow my name.
The decor is very simple but comfortable.,decor,conflict,4,9,0,0,0,2,0,2,Joy,is very simple but comfortable.
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",Argentinian Pizza,neutral,24,41,0,0,0,2,0,0,Joy,"  there, sharing a large(1)both were excellente(2)"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",lunch,neutral,67,72,0,0,0,2,0,0,Joy,"there, sharing a largee(1)both were excellente(2)"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",Pelligrino,positive,96,106,0,0,0,2,0,0,Joy,"there, sharing a largee(1)both were excellente(2)."
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",pizza,positive,110,115,0,0,0,2,0,0,Joy,"there, sharing a largee(1)both were excellente(2)."
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",goat cheese,positive,150,161,0,0,0,2,0,0,Joy,"there, sharing a largee(1)both were excellente(2)."
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",blue cheese,positive,172,183,0,0,0,2,0,0,Joy,"there, sharing a largee(1) both were excellente(2)"
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,positive,5,14,0,0,0,2,0,2,Joy,are excellent and will have you tipsy in no time.
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,bombay cosmopolitan,positive,21,40,0,0,0,2,0,2,Joy,are excellentandwill have you tipsy in no time.
This is the perfect date spot for Williamsburg couples.,date spot,positive,20,29,0,0,0,2,0,2,Joy,This is the perfect
The dim sum here is only so-so.,dim sum,neutral,4,11,2,2,2,0,1,0,Anger,only so-so.
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,27,31,0,0,0,2,0,2,Joy,$6 and there is much tastyfresh and continually refilled.
"Just straight up cheap, good food.",food,positive,29,33,0,0,0,2,0,2,Joy,"ust straight up cheap, good"
Seating is ok even though sometimes there's alot of people.,Seating,neutral,0,7,2,2,2,0,1,0,Anger,ok even though sometimes there's alot of people.
"Even with a relatively inexpensive(1) botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare(2).",cost,negative,90,94,0,0,0,2,0,2,Joy,relatively inexpensive(1)is through the roof for better than average fare(2).
"Even with a relatively inexpensive(1) botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare(2).",botle of wine,conflict,35,48,0,0,0,2,0,2,Joy,relatively inexpensive(1)is through the roof for better than average fare(2).
"Service was slow(1), but the people were friendly(2).",Service,negative,0,7,0,0,0,2,0,0,Joy,"slow(1),friendly(2)."
"Service was slow(1), but the people were friendly(2).",people,positive,26,32,0,0,0,2,0,0,Joy,"slow(1),friendly(2)."
The steak was very fatty(1) and the sauce was overpowering and not very tasty(2).,steak,negative,4,9,0,0,0,2,0,0,Joy,very fatty(1)overpowering and not very tasty(2).
The steak was very fatty(1) and the sauce was overpowering and not very tasty(2).,sauce,negative,33,38,0,0,0,2,0,0,Joy,very fatty(1)overpoweringnot very tasty(2).
"The staff makes you feel at home(1), the food is great(2) and the atmosphere is WONDERFUL(3)!",staff,positive,4,9,0,0,0,2,0,1,Joy,makes you feel at home(1)is great(2)WONDERFUL(3)!
"The staff makes you feel at home(1), the food is great(2) and the atmosphere is WONDERFUL(3)!",food,positive,38,42,0,0,0,2,0,1,Joy,makes you feel at home(1)is great(2)WONDERFUL(3)!
"The staff makes you feel at home(1), the food is great(2) and the atmosphere is WONDERFUL(3)!",atmosphere,positive,60,70,0,0,0,2,0,1,Joy,makes you feel at home(1)is great(2)WONDERFUL(3)!
The food is alright - some stuff is good - some is not(1) (like the steak dish which tends to be dry(2)).,food,conflict,4,8,0,0,0,2,0,0,Joy,alrightsome stuff is goodsome is not(1)tends to be dry(2)
The food is alright - some stuff is good - some is not(1) (like the steak dish which tends to be dry(2)).,steak dish,negative,65,75,0,0,0,2,0,0,Joy,alrightsome stuff is goodsome is not(1)ends to be dry(2)
They have a very diverse menu so its something for everybody.,menu,positive,25,29,0,0,0,2,0,2,Joy,very diversesomething for everybody.
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,staff,negative,4,9,2,2,2,0,1,0,Anger,too busy(1)laying it out to eat(2)
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,sushi,neutral,32,37,2,2,2,0,1,0,Anger,too busy(1)laying it out to eat(2)
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,check,neutral,110,115,2,2,2,0,1,0,Anger,too busy(1)laying it out to eat(2)
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,dinner,neutral,42,48,2,2,2,0,1,0,Anger,too busy(1)laying it out to eat(2)
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,bar,neutral,86,89,2,2,2,0,1,0,Anger,too busy(1)laying it out to eat(2)
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,89,98,0,0,0,2,0,2,Joy,I always figured that I had found the best
The bagel was huge.,bagel,neutral,4,9,0,0,0,2,0,2,Joy,was huge
Get the tuna of gari.,tuna,positive,8,12,0,0,0,0,0,0,Anger,Get
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",somosas,positive,11,18,0,0,0,2,0,2,Joy,I like(1)were kinda dissapointing(2)
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",chai,positive,20,24,0,0,0,2,0,2,Joy,I like(1)were kinda dissapointing(2).
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",chole,positive,34,39,0,0,0,2,0,2,Joy,I like(1)were kinda dissapointing(2).
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",dhosas,negative,49,55,0,0,0,2,0,2,Joy,I like(1)were kinda dissapointing(2).
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",dhal,negative,60,64,0,0,0,2,0,2,Joy,I like(1)were kinda dissapointing(2).
Edible but really a ripoff(1) at those prices given whats in the area(2).,prices,negative,36,42,2,2,2,0,1,0,Anger,Ediblereally a ripoff(1)given whats in the area(2).
"The staff has been nice, but they seemed really stressed(1) and the unisex bathroom needs to be cleaned more often(2).",staff,conflict,4,9,0,0,0,2,0,1,Joy,"nice,but they seemed really stressed(1)needs to be cleaned more often(2)."
"The staff has been nice, but they seemed really stressed(1) and the unisex bathroom needs to be cleaned more often(2).",bathroom,negative,72,80,1,0,0,0,2,0,Sadness,"nice,but they seemed really stressed(1)needs to be cleaned more often(2)."
The service was the only thing good about this restaurant.,service,positive,4,11,0,0,0,2,0,2,Joy,onlything good about this restaurant.
Service- friendly and attentive.,Service,positive,0,7,0,0,0,2,0,2,Joy,friendlyattentive.
Service was very prompt but slightly rushed.,Service,conflict,0,7,0,0,0,2,0,2,Joy,very promptslightly rushed.
"Great(1) food, great(2) decor, great(3) service.",food,positive,6,10,0,0,0,2,0,1,Joy,Great(1)great(2)great(3)
"Great(1) food, great(2) decor, great(3) service.",decor,positive,18,23,0,0,0,2,0,1,Joy,Great(1)great(2)great(3)
"Great(1) food, great(2) decor, great(3) service.",service,positive,31,38,0,0,0,2,0,1,Joy,Great(1)great(2)great(3)
"And, atlhough tables opened up next to us and we ASKED for a slightly larger(1) space, they left us awkardly seated(2).",tables,neutral,14,20,2,2,2,0,1,0,Anger,ASKED for a slightly larger(1)they left us awkardly seated(2).
"And, atlhough tables opened up next to us and we ASKED for a slightly larger(1) space, they left us awkardly seated(2).",space,neutral,77,82,2,2,2,0,1,0,Anger,ASKED for a slightly larger(1)they left us awkardly seated(2).
"The palak paneer was standard(1), and I was not a fan(2) of the malai kofta.",palak paneer,neutral,4,16,0,0,0,2,0,2,Joy,"standard(1),I was not a fan(2)"
"The palak paneer was standard(1), and I was not a fan(2) of the malai kofta.",malai kofta,neutral,58,69,0,0,0,1,0,0,Joy,"standard(1),I was not a fan(2)"
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the(1) price for the same excellent(2) dining experience.,dining,positive,98,104,0,0,0,2,0,2,Joy,for halfthe(1)excellent(2)
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the(1) price for the same excellent(2) dining experience.,price,positive,69,74,0,0,0,2,0,2,Joy,for half the(1)excellent(2)
"Yeah, sometimes the service can be slow.",service,negative,20,27,2,2,2,0,1,0,Anger,can be slow.
There was no ambiance.,ambiance,negative,13,21,2,2,2,0,1,0,Anger,There was no
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing(1) food and the BEST(2) service.",food,positive,114,118,0,0,0,2,0,2,Joy,Save your money and don't waste your caloriesgo to Margharita's on Washington Street insteadamazing(1)BEST(2)
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing(1) food and the BEST(2) service.",service,positive,132,139,0,0,0,2,0,2,Joy,Save your money and don't waste your caloriesgo to Margharita's on Washington Streetinsteadamazing(1)BEST(2)
The service was attentive without being overbearing(1) and each dish we tried was wonderful(2) from the spring rolls to the cod with pineapple tempura.,service,positive,4,11,0,0,0,2,0,1,Joy,attentive without being overbearing(1)wonderful(2)
